REPORTER METABOLITES USING TEST TYPE: all
ID	NAME	Z-SCORE	P-VALUE	NUMBER OF NEIGHBOURS	AVERAGE Z-SCORE	STD Z-SCORE
m00172p	(S)-3-hydroxy-7-hexadecenoyl-CoA[Peroxisome]	1.7214	0.042587	2	12.7273	3.4278
m00173p	(S)-3-hydroxybutyryl-CoA[Peroxisome]	1.7214	0.042587	2	12.7273	3.4278
m00174p	(S)-3-hydroxydodecanoyl-CoA[Peroxisome]	1.7214	0.042587	2	12.7273	3.4278
m00175p	(S)-3-hydroxyhexadecanoyl-CoA[Peroxisome]	1.7214	0.042587	2	12.7273	3.4278
m00176p	(S)-3-hydroxyoleyleoyl-CoA[Peroxisome]	1.7214	0.042587	2	12.7273	3.4278
m00177p	(S)-3-hydroxypalmitoleoyl-CoA[Peroxisome]	1.7214	0.042587	2	12.7273	3.4278
m00178p	(S)-3-hydroxytetradecanoyl-CoA[Peroxisome]	1.7214	0.042587	2	12.7273	3.4278
m00181p	(S)-hydroxydecanoyl-CoA[Peroxisome]	1.7214	0.042587	2	12.7273	3.4278
m00182p	(S)-hydroxyhexanoyl-CoA[Peroxisome]	1.7214	0.042587	2	12.7273	3.4278
m00183p	(S)-hydroxyoctanoyl-CoA[Peroxisome]	1.7214	0.042587	2	12.7273	3.4278
m00696p	3(S)-hydroxy-(5Z,8Z)-tetradecadienoyl-CoA[Peroxisome]	1.7214	0.042587	2	12.7273	3.4278
m00700p	3(S)-hydroxy-11-cis-eicosenoyl-CoA[Peroxisome]	1.7214	0.042587	2	12.7273	3.4278
m00701p	3(S)-hydroxy-13-cis-docosenoyl-CoA[Peroxisome]	1.7214	0.042587	2	12.7273	3.4278
m00702p	3(S)-hydroxy-13-cis-eicosenoyl-CoA[Peroxisome]	1.7214	0.042587	2	12.7273	3.4278
m00709p	3(S)-hydroxy-cis-15-tetracosaenoyl-CoA[Peroxisome]	1.7214	0.042587	2	12.7273	3.4278
m00715p	3(S)-hydroxy-hexacosenoyl-CoA[Peroxisome]	1.7214	0.042587	2	12.7273	3.4278
m00776p	3-hydroxydocosanoyl-CoA[Peroxisome]	1.7214	0.042587	2	12.7273	3.4278
m00777p	3-hydroxyeicosanoyl-CoA[Peroxisome]	1.7214	0.042587	2	12.7273	3.4278
m00783p	3-hydroxyhexacosanoyl-CoA[Peroxisome]	1.7214	0.042587	2	12.7273	3.4278
m00793p	3-hydroxyoctadecanoyl-CoA[Peroxisome]	1.7214	0.042587	2	12.7273	3.4278
m00800p	3-hydroxytetracosanoyl-CoA[Peroxisome]	1.7214	0.042587	2	12.7273	3.4278
m00801p	3-hydroxy-THA-CoA[Peroxisome]	1.7214	0.042587	2	12.7273	3.4278
m01573p	cis-(3S)-hydroxytetradec-5-enoyl-CoA[Peroxisome]	1.7214	0.042587	2	12.7273	3.4278
m01574p	cis-(3S)-hydroxytetradec-7-enoyl-CoA[Peroxisome]	1.7214	0.042587	2	12.7273	3.4278
m00631c	2-aminoadipate 6-semialdehyde[Cytosol]	1.718	0.042897	2	12.7139	10.2009
m02774p	propanoyl-CoA[Peroxisome]	1.7065	0.043962	3	11.4948	8.1332
m01513c	choline[Cytosol]	1.7058	0.044026	8	9.345	5.92
m02552m	NAD+[Mitochondria]	1.701	0.044472	92	6.9758	4.9682
m02553m	NADH[Mitochondria]	1.701	0.044472	92	6.9758	4.9682
m02718c	phenethylamine[Cytosol]	1.6969	0.044858	4	10.7484	7.858
m00755p	3alpha,7alpha-dihydroxy-5beta-cholest-24-enoyl-CoA[Peroxisome]	1.6942	0.045109	2	12.6208	3.2771
m00077p	(2R,6S,10S)-pristanate[Peroxisome]	1.687	0.045805	4	10.7207	7.807
m02938r	stearate[Endoplasmic reticulum]	1.687	0.045805	4	10.7207	7.807
m01806c	farnesyl-PP[Cytosol]	1.6849	0.046008	4	10.7148	6.3242
m00167c	(R)-mevalonate[Cytosol]	1.6816	0.046321	2	12.5713	0.49391
m02036c	guanidinoacetate[Cytosol]	1.6779	0.04668	1	15.3632	0
m02932c	squalene 2,3-oxide[Cytosol]	1.677	0.046776	2	12.553	2.1919
m02933c	squalene[Cytosol]	1.6744	0.047023	2	12.5431	2.1779
m01045m	5,10-methylene-THF[Mitochondria]	1.6382	0.050688	6	9.6858	6.8724
m00007c	(11Z)-eicosenoyl-CoA[Cytosol]	1.6342	0.051106	12	8.6001	5.9767
m00016c	(13Z)-docosenoyl-CoA[Cytosol]	1.6342	0.051106	12	8.6001	5.9767
m00121c	(7Z,10Z,13Z,16Z,19Z)-docosapentaenoyl-CoA[Cytosol]	1.6342	0.051106	12	8.6001	5.9767
m01773c	eicosanoyl-CoA[Cytosol]	1.6342	0.051106	12	8.6001	5.9767
m02322m	L-2-aminoadipate[Mitochondria]	1.6232	0.052277	3	11.2264	7.6374
m01669s	deoxyguanosine[Extracellular]	1.6067	0.054055	2	12.2779	2.2403
m01671s	deoxyinosine[Extracellular]	1.6067	0.054055	2	12.2779	2.2403
m01513m	choline[Mitochondria]	1.5994	0.05487	1	14.9243	0
m02880c	sarcosine[Cytosol]	1.5977	0.055051	1	14.9152	0
m01306s	AKG[Extracellular]	1.5903	0.055886	6	9.5772	13.5158
m00103c	(5Z,8Z,11Z,14Z,17Z)-eicosapentaenoyl-CoA[Cytosol]	1.5886	0.056078	11	8.669	6.2635
m01364c	arachidonyl-CoA[Cytosol]	1.5886	0.056078	11	8.669	6.2635
m01697c	dihomo-gamma-linolenoyl-CoA[Cytosol]	1.5886	0.056078	11	8.669	6.2635
m00245c	1,2-dihydroxy-5-(methylthio)pent-1-en-3-one[Cytosol]	1.5879	0.056158	1	14.8601	0
m01016c	4-methylthio-2-oxobutanoic acid[Cytosol]	1.5879	0.056158	1	14.8601	0
m00752c	3alpha,7alpha,12alpha-trihydroxy-5beta-cholestanate[Cytosol]	1.5876	0.056189	3	11.1118	8.2773
m00900m	3-oxopropanoate[Mitochondria]	1.5855	0.056427	2	12.1946	4.6643
m01434c	chenodeoxycholoyl-CoA[Cytosol]	1.5706	0.058138	5	9.9014	7.4615
m02049c	heme[Cytosol]	1.5673	0.058522	2	12.1233	3.0733
m00720c	3,3-diiodo-L-thyronine[Cytosol]	1.5598	0.059403	10	8.7533	9.9035
m00616r	25(R)THCA-CoA[Endoplasmic reticulum]	1.554	0.060086	1	14.6711	0
m01178r	7alpha,12alpha-dihydroxycholest-4-en-3-one[Endoplasmic reticulum]	1.554	0.060086	1	14.6711	0
m00009c	(11Z,14Z)-eicosadienoyl-CoA[Cytosol]	1.5509	0.060458	9	8.8594	6.2791
m00012c	(11Z,14Z,17Z)-eicosatrienoyl-CoA[Cytosol]	1.5509	0.060458	9	8.8594	6.2791
m00125c	(8Z,11Z,14Z,17Z)-eicosatetraenoyl-CoA[Cytosol]	1.5509	0.060458	9	8.8594	6.2791
m00262c	10,13,16,19-docosatetraenoyl-CoA[Cytosol]	1.5509	0.060458	9	8.8594	6.2791
m01236c	9-eicosenoyl-CoA[Cytosol]	1.5509	0.060458	9	8.8594	6.2791
m01725c	docosanoyl-CoA[Cytosol]	1.5509	0.060458	9	8.8594	6.2791
m02052c	heneicosanoyl-CoA[Cytosol]	1.5509	0.060458	9	8.8594	6.2791
m02612c	nonadecanoyl-CoA[Cytosol]	1.5509	0.060458	9	8.8594	6.2791
m00508c	1-acylglycerol-LD-SM pool[Cytosol]	1.5496	0.060614	6	9.4851	8.1005
m01306m	AKG[Mitochondria]	1.5496	0.06062	20	7.9225	6.0557
m01107c	5-hydroxy-L-tryptophan[Cytosol]	1.5047	0.066198	2	11.8781	14.1039
m00656r	2-lysolecithin pool[Endoplasmic reticulum]	1.5038	0.066315	6	9.3813	9.293
m01808c	fatty acid-LD-PC pool[Cytosol]	1.5038	0.066315	6	9.3813	9.293
m01808r	fatty acid-LD-PC pool[Endoplasmic reticulum]	1.5038	0.066315	6	9.3813	9.293
m01449c	cholestenol[Cytosol]	1.4939	0.067604	3	10.8099	2.6728
m03158c	zymosterol[Cytosol]	1.4939	0.067604	3	10.8099	2.6728
m02049s	heme[Extracellular]	1.487	0.068508	1	14.2965	0
m01597m	CoA[Mitochondria]	1.4861	0.068624	51	7.1513	5.4311
m01377c	benzo[a]pyrene-7,8-diol[Cytosol]	1.4824	0.069112	1	14.2711	0
m01378c	benzo[a]pyrene-7,8-oxide[Cytosol]	1.4824	0.069112	1	14.2711	0
m03038c	trans-5,6-dihydro-5,6-dihydroxy-7,12-dimethylbenz[a]anthracene[Cytosol]	1.4824	0.069112	1	14.2711	0
m02941r	stearoyl-CoA[Endoplasmic reticulum]	1.4806	0.069356	7	9.0983	5.8926
m00941c	4,4-dimethyl-5alpha-cholesta-8,14,24-trien-3beta-ol[Cytosol]	1.479	0.069565	2	11.7775	11.6218
m00942c	4,4-dimethyl-5alpha-cholesta-8,14-dien-3-beta-ol[Cytosol]	1.479	0.069565	2	11.7775	11.6218
m01334p	AMP[Peroxisome]	1.4749	0.070124	5	9.6627	7.163
m01334r	AMP[Endoplasmic reticulum]	1.4749	0.070124	5	9.6627	7.163
m01371p	ATP[Peroxisome]	1.4749	0.070124	5	9.6627	7.163
m02759r	PPi[Endoplasmic reticulum]	1.4749	0.070124	5	9.6627	7.163
m02183c	isocitrate[Cytosol]	1.4643	0.071557	4	10.0989	7.0194
m02942m	succinate semialdehyde[Mitochondria]	1.4499	0.073539	2	11.6634	3.9131
m02764c	presqualene-PP[Cytosol]	1.4488	0.073696	1	14.0832	0
m00040m	(2E)-docosenoyl-CoA[Mitochondria]	1.4487	0.073707	4	10.0555	5.1972
m00043m	(2E)-eicosenoyl-CoA[Mitochondria]	1.4487	0.073707	4	10.0555	5.1972
m00044m	(2E)-heneicosenoyl-CoA[Mitochondria]	1.4487	0.073707	4	10.0555	5.1972
m00046m	(2E)-heptadecenoyl-CoA[Mitochondria]	1.4487	0.073707	4	10.0555	5.1972
m00048m	(2E)-heptenoyl-CoA[Mitochondria]	1.4487	0.073707	4	10.0555	5.1972
m00051m	(2E)-hexadecenoyl-CoA[Mitochondria]	1.4487	0.073707	4	10.0555	5.1972
m00054m	(2E)-nonadecenoyl-CoA[Mitochondria]	1.4487	0.073707	4	10.0555	5.1972
m00056m	(2E)-nonenoyl-CoA[Mitochondria]	1.4487	0.073707	4	10.0555	5.1972
m00057m	(2E)-octadecenoyl-CoA[Mitochondria]	1.4487	0.073707	4	10.0555	5.1972
m00059m	(2E)-octenoyl-CoA[Mitochondria]	1.4487	0.073707	4	10.0555	5.1972
m00061m	(2E)-pentadecenoyl-CoA[Mitochondria]	1.4487	0.073707	4	10.0555	5.1972
m00066m	(2E)-tetradecenoyl-CoA[Mitochondria]	1.4487	0.073707	4	10.0555	5.1972
m00069m	(2E)-tridecenoyl-CoA[Mitochondria]	1.4487	0.073707	4	10.0555	5.1972
m00071m	(2E)-undecenoyl-CoA[Mitochondria]	1.4487	0.073707	4	10.0555	5.1972
m00073m	(2E,6Z,9Z,12Z)-octadecatetraenoyl-CoA[Mitochondria]	1.4487	0.073707	4	10.0555	5.1972
m03010m	trans,cis,cis-2,9,12-octadecatrienoyl-CoA[Mitochondria]	1.4487	0.073707	4	10.0555	5.1972
m03012m	trans,cis-2,11-eicosadienoyl-CoA[Mitochondria]	1.4487	0.073707	4	10.0555	5.1972
m03013m	trans,cis-2,13-docosadienoyl-CoA[Mitochondria]	1.4487	0.073707	4	10.0555	5.1972
m03014m	trans,cis-2,13-eicosadienoyl-CoA[Mitochondria]	1.4487	0.073707	4	10.0555	5.1972
m03019m	trans,cis-hexadeca-2,7-dienoyl-CoA[Mitochondria]	1.4487	0.073707	4	10.0555	5.1972
m03020m	trans,cis-hexadeca-2,9-dienoyl-CoA[Mitochondria]	1.4487	0.073707	4	10.0555	5.1972
m03022m	trans,cis-myristo-2,5-dienoyl-CoA[Mitochondria]	1.4487	0.073707	4	10.0555	5.1972
m03023m	trans,cis-myristo-2,7-dienoyl-CoA[Mitochondria]	1.4487	0.073707	4	10.0555	5.1972
m03024m	trans,cis-octadeca-2,11-dienoyl-CoA[Mitochondria]	1.4487	0.073707	4	10.0555	5.1972
m03025m	trans,cis-octadeca-2,9-dienoyl-CoA[Mitochondria]	1.4487	0.073707	4	10.0555	5.1972
m03030m	trans-2-cis,cis-5,8-tetradecatrienoyl-CoA[Mitochondria]	1.4487	0.073707	4	10.0555	5.1972
m01307m	alanine[Mitochondria]	1.4487	0.073714	1	14.0825	0
m01307p	alanine[Peroxisome]	1.4487	0.073714	1	14.0825	0
m02154m	hydroxypyruvate[Mitochondria]	1.4487	0.073714	1	14.0825	0
m02154p	hydroxypyruvate[Peroxisome]	1.4487	0.073714	1	14.0825	0
m02896m	serine[Mitochondria]	1.4487	0.073714	1	14.0825	0
m02896p	serine[Peroxisome]	1.4487	0.073714	1	14.0825	0
m00004r	(10Z)-heptadecenoyl-CoA[Endoplasmic reticulum]	1.4484	0.073759	6	9.2557	6.4389
m00006r	(11Z)-docosenoyl-CoA[Endoplasmic reticulum]	1.4484	0.073759	6	9.2557	6.4389
m00007r	(11Z)-eicosenoyl-CoA[Endoplasmic reticulum]	1.4484	0.073759	6	9.2557	6.4389
m00009r	(11Z,14Z)-eicosadienoyl-CoA[Endoplasmic reticulum]	1.4484	0.073759	6	9.2557	6.4389
m00012r	(11Z,14Z,17Z)-eicosatrienoyl-CoA[Endoplasmic reticulum]	1.4484	0.073759	6	9.2557	6.4389
m00016r	(13Z)-docosenoyl-CoA[Endoplasmic reticulum]	1.4484	0.073759	6	9.2557	6.4389
m00018r	(13Z)-eicosenoyl-CoA[Endoplasmic reticulum]	1.4484	0.073759	6	9.2557	6.4389
m00020r	(13Z)-octadecenoyl-CoA[Endoplasmic reticulum]	1.4484	0.073759	6	9.2557	6.4389
m00023r	(13Z,16Z)-docosadienoyl-CoA[Endoplasmic reticulum]	1.4484	0.073759	6	9.2557	6.4389
m00025r	(15Z)-tetracosenoyl-CoA[Endoplasmic reticulum]	1.4484	0.073759	6	9.2557	6.4389
m00093r	(4Z,7Z,10Z,13Z,16Z)-docosapentaenoyl-CoA[Endoplasmic reticulum]	1.4484	0.073759	6	9.2557	6.4389
m00095r	(4Z,7Z,10Z,13Z,16Z,19Z)-docosahexaenoyl-CoA[Endoplasmic reticulum]	1.4484	0.073759	6	9.2557	6.4389
m00101r	(5Z,8Z,11Z)-eicosatrienoyl-CoA[Endoplasmic reticulum]	1.4484	0.073759	6	9.2557	6.4389
m00103r	(5Z,8Z,11Z,14Z,17Z)-eicosapentaenoyl-CoA[Endoplasmic reticulum]	1.4484	0.073759	6	9.2557	6.4389
m00106r	(6Z,9Z)-octadecadienoyl-CoA[Endoplasmic reticulum]	1.4484	0.073759	6	9.2557	6.4389
m00108r	(6Z,9Z,12Z,15Z)-octadecatetraenoyl-CoA[Endoplasmic reticulum]	1.4484	0.073759	6	9.2557	6.4389
m00110r	(6Z,9Z,12Z,15Z,18Z)-tetracosapentaenoyl-CoA[Endoplasmic reticulum]	1.4484	0.073759	6	9.2557	6.4389
m00113r	(6Z,9Z,12Z,15Z,18Z,21Z)-tetracosahexaenoyl-CoA[Endoplasmic reticulum]	1.4484	0.073759	6	9.2557	6.4389
m00116r	(7Z)-octadecenoyl-CoA[Endoplasmic reticulum]	1.4484	0.073759	6	9.2557	6.4389
m00118r	(7Z)-tetradecenoyl-CoA[Endoplasmic reticulum]	1.4484	0.073759	6	9.2557	6.4389
m00119r	(7Z,10Z,13Z,16Z)-docosatetraenoyl-CoA[Endoplasmic reticulum]	1.4484	0.073759	6	9.2557	6.4389
m00121r	(7Z,10Z,13Z,16Z,19Z)-docosapentaenoyl-CoA[Endoplasmic reticulum]	1.4484	0.073759	6	9.2557	6.4389
m00123r	(8Z,11Z)-eicosadienoyl-CoA[Endoplasmic reticulum]	1.4484	0.073759	6	9.2557	6.4389
m00125r	(8Z,11Z,14Z,17Z)-eicosatetraenoyl-CoA[Endoplasmic reticulum]	1.4484	0.073759	6	9.2557	6.4389
m00127r	(9E)-octadecenoyl-CoA[Endoplasmic reticulum]	1.4484	0.073759	6	9.2557	6.4389
m00129r	(9E)-tetradecenoyl-CoA[Endoplasmic reticulum]	1.4484	0.073759	6	9.2557	6.4389
m00131r	(9Z,12Z,15Z,18Z)-tetracosatetraenoyl-CoA[Endoplasmic reticulum]	1.4484	0.073759	6	9.2557	6.4389
m00134r	(9Z,12Z,15Z,18Z,21Z)-tetracosapentaenoyl-CoA[Endoplasmic reticulum]	1.4484	0.073759	6	9.2557	6.4389
m00262r	10,13,16,19-docosatetraenoyl-CoA[Endoplasmic reticulum]	1.4484	0.073759	6	9.2557	6.4389
m00264r	10,13,16-docosatrienoyl-CoA[Endoplasmic reticulum]	1.4484	0.073759	6	9.2557	6.4389
m00317r	12,15,18,21-tetracosatetraenoyl-CoA[Endoplasmic reticulum]	1.4484	0.073759	6	9.2557	6.4389
m00343r	13,16,19-docosatrienoyl-CoA[Endoplasmic reticulum]	1.4484	0.073759	6	9.2557	6.4389
m01141r	5-tetradecenoyl-CoA[Endoplasmic reticulum]	1.4484	0.073759	6	9.2557	6.4389
m01191r	7-hexadecenoyl-CoA[Endoplasmic reticulum]	1.4484	0.073759	6	9.2557	6.4389
m01236r	9-eicosenoyl-CoA[Endoplasmic reticulum]	1.4484	0.073759	6	9.2557	6.4389
m01237r	9-heptadecenoyl-CoA[Endoplasmic reticulum]	1.4484	0.073759	6	9.2557	6.4389
m01364r	arachidonyl-CoA[Endoplasmic reticulum]	1.4484	0.073759	6	9.2557	6.4389
m01586r	cis-vaccenoyl-CoA[Endoplasmic reticulum]	1.4484	0.073759	6	9.2557	6.4389
m01697r	dihomo-gamma-linolenoyl-CoA[Endoplasmic reticulum]	1.4484	0.073759	6	9.2557	6.4389
m01725r	docosanoyl-CoA[Endoplasmic reticulum]	1.4484	0.073759	6	9.2557	6.4389
m01773r	eicosanoyl-CoA[Endoplasmic reticulum]	1.4484	0.073759	6	9.2557	6.4389
m01934r	gamma-linolenoyl-CoA[Endoplasmic reticulum]	1.4484	0.073759	6	9.2557	6.4389
m02052r	heneicosanoyl-CoA[Endoplasmic reticulum]	1.4484	0.073759	6	9.2557	6.4389
m02101r	heptadecanoyl-CoA[Endoplasmic reticulum]	1.4484	0.073759	6	9.2557	6.4389
m02110r	hexacosanoyl-CoA[Endoplasmic reticulum]	1.4484	0.073759	6	9.2557	6.4389
m02112r	hexacosenoyl-CoA[Endoplasmic reticulum]	1.4484	0.073759	6	9.2557	6.4389
m02345r	lauroyl-CoA[Endoplasmic reticulum]	1.4484	0.073759	6	9.2557	6.4389
m02390r	linolenoyl-CoA[Endoplasmic reticulum]	1.4484	0.073759	6	9.2557	6.4389
m02391r	linoleoyl-CoA[Endoplasmic reticulum]	1.4484	0.073759	6	9.2557	6.4389
m02495r	myristoyl-CoA[Endoplasmic reticulum]	1.4484	0.073759	6	9.2557	6.4389
m02612r	nonadecanoyl-CoA[Endoplasmic reticulum]	1.4484	0.073759	6	9.2557	6.4389
m02677r	palmitoleoyl-CoA[Endoplasmic reticulum]	1.4484	0.073759	6	9.2557	6.4389
m02678r	palmitoyl-CoA[Endoplasmic reticulum]	1.4484	0.073759	6	9.2557	6.4389
m02689r	pentadecanoyl-CoA[Endoplasmic reticulum]	1.4484	0.073759	6	9.2557	6.4389
m02971r	tetracosanoyl-CoA[Endoplasmic reticulum]	1.4484	0.073759	6	9.2557	6.4389
m03047r	tricosanoyl-CoA[Endoplasmic reticulum]	1.4484	0.073759	6	9.2557	6.4389
m03050r	tridecanoyl-CoA[Endoplasmic reticulum]	1.4484	0.073759	6	9.2557	6.4389
m01040c	5(S)-HETE[Cytosol]	1.4473	0.07391	9	8.6673	6.4766
m01787c	estradiol-17beta[Cytosol]	1.4267	0.076829	13	8.1975	4.6875
m02110c	hexacosanoyl-CoA[Cytosol]	1.4248	0.077115	10	8.5151	6.4117
m02112c	hexacosenoyl-CoA[Cytosol]	1.4248	0.077115	10	8.5151	6.4117
m03047c	tricosanoyl-CoA[Cytosol]	1.4248	0.077115	10	8.5151	6.4117
m00053m	(2E)-hexenoyl-CoA[Mitochondria]	1.4241	0.077208	3	10.5851	6.1951
m00063m	(2E)-pentenoyl-CoA[Mitochondria]	1.4241	0.077208	3	10.5851	6.1951
m01357c	apoC-lys_btn[Cytosol]	1.412	0.078981	1	13.8773	0
m01422c	carboxybiotin-carboxyl-carrier[Cytosol]	1.412	0.078981	1	13.8773	0
m01279s	adenine[Extracellular]	1.4092	0.079385	1	13.862	0
m01632c	cytosine[Cytosol]	1.4092	0.079385	1	13.862	0
m01632s	cytosine[Extracellular]	1.4092	0.079385	1	13.862	0
m02037c	guanine[Cytosol]	1.4092	0.079385	1	13.862	0
m02037s	guanine[Extracellular]	1.4092	0.079385	1	13.862	0
m02159c	hypoxanthine[Cytosol]	1.4092	0.079385	1	13.862	0
m02159s	hypoxanthine[Extracellular]	1.4092	0.079385	1	13.862	0
m02997c	thymine[Cytosol]	1.4092	0.079385	1	13.862	0
m02997s	thymine[Extracellular]	1.4092	0.079385	1	13.862	0
m03118s	uracil[Extracellular]	1.4092	0.079385	1	13.862	0
m01802c	FAD[Cytosol]	1.4074	0.079653	3	10.5313	5.7304
m00007p	(11Z)-eicosenoyl-CoA[Peroxisome]	1.4025	0.080385	3	10.5154	8.9851
m00016p	(13Z)-docosenoyl-CoA[Peroxisome]	1.4025	0.080385	3	10.5154	8.9851
m00118p	(7Z)-tetradecenoyl-CoA[Peroxisome]	1.4025	0.080385	3	10.5154	8.9851
m00980p	4-cis-decenoyl-CoA[Peroxisome]	1.4025	0.080385	3	10.5154	8.9851
m01141p	5-tetradecenoyl-CoA[Peroxisome]	1.4025	0.080385	3	10.5154	8.9851
m01191p	7-hexadecenoyl-CoA[Peroxisome]	1.4025	0.080385	3	10.5154	8.9851
m01412p	butyryl-CoA[Peroxisome]	1.4025	0.080385	3	10.5154	8.9851
m01576p	cis,cis-myristo-5,8-dienoyl-CoA[Peroxisome]	1.4025	0.080385	3	10.5154	8.9851
m01577p	cis,cis-palmito-7,10-dienoyl-CoA[Peroxisome]	1.4025	0.080385	3	10.5154	8.9851
m01586p	cis-vaccenoyl-CoA[Peroxisome]	1.4025	0.080385	3	10.5154	8.9851
m01650p	decanoyl-CoA[Peroxisome]	1.4025	0.080385	3	10.5154	8.9851
m01725p	docosanoyl-CoA[Peroxisome]	1.4025	0.080385	3	10.5154	8.9851
m01773p	eicosanoyl-CoA[Peroxisome]	1.4025	0.080385	3	10.5154	8.9851
m02122p	hexanoyl-CoA[Peroxisome]	1.4025	0.080385	3	10.5154	8.9851
m02345p	lauroyl-CoA[Peroxisome]	1.4025	0.080385	3	10.5154	8.9851
m02495p	myristoyl-CoA[Peroxisome]	1.4025	0.080385	3	10.5154	8.9851
m02647p	oleoyl-CoA[Peroxisome]	1.4025	0.080385	3	10.5154	8.9851
m02677p	palmitoleoyl-CoA[Peroxisome]	1.4025	0.080385	3	10.5154	8.9851
m02941p	stearoyl-CoA[Peroxisome]	1.4025	0.080385	3	10.5154	8.9851
m01580m	cis-aconitate[Mitochondria]	1.3996	0.080824	3	10.5059	6.1177
m02832c	retinal[Cytosol]	1.3854	0.082967	5	9.4397	9.3577
m02832r	retinal[Endoplasmic reticulum]	1.3854	0.082967	5	9.4397	9.3577
m02834r	retinol[Endoplasmic reticulum]	1.3854	0.082967	5	9.4397	9.3577
m01069c	5-alpha-dihydrotestosterone[Cytosol]	1.3807	0.083684	2	11.3921	8.665
m01071c	5alpha-dihydrotestosterone-sulfate[Cytosol]	1.3807	0.083684	2	11.3921	8.665
m02000c	glycolithocholate[Cytosol]	1.3807	0.083684	2	11.3921	8.665
m02950c	sulfochenodeoxycholate[Cytosol]	1.3807	0.083684	2	11.3921	8.665
m02951c	sulfoglycolithocholate[Cytosol]	1.3807	0.083684	2	11.3921	8.665
m02007c	glyoxalate[Cytosol]	1.3638	0.08631	1	13.6085	0
m02154c	hydroxypyruvate[Cytosol]	1.3638	0.08631	1	13.6085	0
m02425c	L-xylulose[Cytosol]	1.3503	0.088463	2	11.2729	1.6877
m01597r	CoA[Endoplasmic reticulum]	1.347	0.088996	8	8.6399	5.6075
m01997c	glycolaldehyde[Cytosol]	1.3457	0.089201	8	8.6374	6.1052
m02336c	lanosterol[Cytosol]	1.3446	0.089379	3	10.3289	5.8753
m00131c	(9Z,12Z,15Z,18Z)-tetracosatetraenoyl-CoA[Cytosol]	1.3444	0.089402	7	8.812	6.9861
m00317c	12,15,18,21-tetracosatetraenoyl-CoA[Cytosol]	1.3444	0.089402	7	8.812	6.9861
m01790r	estrone[Endoplasmic reticulum]	1.3389	0.090307	14	7.988	4.5713
m03120c	urate[Cytosol]	1.3314	0.091527	1	13.4273	0
m03120s	urate[Extracellular]	1.3314	0.091527	1	13.4273	0
m02131p	HMG-CoA[Peroxisome]	1.3298	0.091791	1	13.4184	0
m00110c	(6Z,9Z,12Z,15Z,18Z)-tetracosapentaenoyl-CoA[Cytosol]	1.3239	0.092773	6	8.9737	7.6385
m01513s	choline[Extracellular]	1.3155	0.094168	5	9.2655	7.0493
m02399c	lipoyllysine[Cytosol]	1.315	0.094249	2	11.1348	7.3964
m01371r	ATP[Endoplasmic reticulum]	1.3142	0.094382	8	8.5756	7.4406
m02751p	Pi[Peroxisome]	1.3129	0.094608	4	9.6762	3.0417
m02720c	phenylacetate[Cytosol]	1.3101	0.095075	3	10.2178	1.6728
m02774m	propanoyl-CoA[Mitochondria]	1.3062	0.09574	21	7.5764	5.6053
m01450r	cholesterol[Endoplasmic reticulum]	1.3051	0.095935	6	8.9311	4.2732
m03089c	tryptophan[Cytosol]	1.3006	0.096705	8	8.5487	7.7173
m00270c	10-HETE[Cytosol]	1.2756	0.10105	7	8.6672	4.9863
m00276c	11,12,15-THETA[Cytosol]	1.2756	0.10105	7	8.6672	4.9863
m00280c	11,14,15-THETA[Cytosol]	1.2756	0.10105	7	8.6672	4.9863
m00296c	11h-14,15-EETA[Cytosol]	1.2756	0.10105	7	8.6672	4.9863
m00297c	11-HETE[Cytosol]	1.2756	0.10105	7	8.6672	4.9863
m00354c	13-HETE[Cytosol]	1.2756	0.10105	7	8.6672	4.9863
m00380c	15(S)-HPETE[Cytosol]	1.2756	0.10105	7	8.6672	4.9863
m00390c	15H-11,12-EETA[Cytosol]	1.2756	0.10105	7	8.6672	4.9863
m00396c	16(R)-HETE[Cytosol]	1.2756	0.10105	7	8.6672	4.9863
m00400c	16alpha-hydroxyestrone[Cytosol]	1.2756	0.10105	7	8.6672	4.9863
m00400r	16alpha-hydroxyestrone[Endoplasmic reticulum]	1.2756	0.10105	7	8.6672	4.9863
m00414c	17-HETE[Cytosol]	1.2756	0.10105	7	8.6672	4.9863
m00426c	18-HETE[Cytosol]	1.2756	0.10105	7	8.6672	4.9863
m00430c	19(S)-HETE[Cytosol]	1.2756	0.10105	7	8.6672	4.9863
m00649r	2-hydroxyestradiol-17beta[Endoplasmic reticulum]	1.2756	0.10105	7	8.6672	4.9863
m01054c	5,6-EET[Cytosol]	1.2756	0.10105	7	8.6672	4.9863
m01190c	7-HETE[Cytosol]	1.2756	0.10105	7	8.6672	4.9863
m01209c	8,9-EET[Cytosol]	1.2756	0.10105	7	8.6672	4.9863
m01213c	8-HETE[Cytosol]	1.2756	0.10105	7	8.6672	4.9863
m01239c	9-HETE[Cytosol]	1.2756	0.10105	7	8.6672	4.9863
m02027c	GSSG[Cytosol]	1.2746	0.10123	11	8.1409	6.3977
m02183p	isocitrate[Peroxisome]	1.2702	0.102	1	13.0856	0
m02554p	NADP+[Peroxisome]	1.2702	0.102	1	13.0856	0
m02555p	NADPH[Peroxisome]	1.2702	0.102	1	13.0856	0
